2020-01-13T11:52:28.332Z [info] 	TrueAutomation.IO Client is listening on port 9515
2020-01-13T11:52:45.675Z [info] 	Element response: {"value":{"error":"invalid selector","message":"invalid selector: Unable to locate an element with the xpath expression *[text() = 'SUPPORT']] because of the following error:\nSyntaxError: Failed to execute 'evaluate' on 'Document': The string '*[text() = 'SUPPORT']]' is not a valid XPath expression.\n  (Session info: chrome=79.0.3945.117)","stacktrace":"0   chromedriver_mac64_79.0.3945.36     0x000000010f71be29 chromedriver_mac64_79.0.3945.36 + 3817001\n1   chromedriver_mac64_79.0.3945.36     0x000000010f6aff33 chromedriver_mac64_79.0.3945.36 + 3374899\n2   chromedriver_mac64_79.0.3945.36     0x000000010f4308bf chromedriver_mac64_79.0.3945.36 + 755903\n3   chromedriver_mac64_79.0.3945.36     0x000000010f433695 chromedriver_mac64_79.0.3945.36 + 767637\n4   chromedriver_mac64_79.0.3945.36     0x000000010f4334ae chromedriver_mac64_79.0.3945.36 + 767150\n5   chromedriver_mac64_79.0.3945.36     0x000000010f433727 chromedriver_mac64_79.0.3945.36 + 767783\n6   chromedriver_mac64_79.0.3945.36     0x000000010f39c8a4 chromedriver_mac64_79.0.3945.36 + 149668\n7   chromedriver_mac64_79.0.3945.36     0x000000010f3c7b01 chromedriver_mac64_79.0.3945.36 + 326401\n8   chromedriver_mac64_79.0.3945.36     0x000000010f3b91dd chromedriver_mac64_79.0.3945.36 + 266717\n9   chromedriver_mac64_79.0.3945.36     0x000000010f3c5c1b chromedriver_mac64_79.0.3945.36 + 318491\n10  chromedriver_mac64_79.0.3945.36     0x000000010f3b94a3 chromedriver_mac64_79.0.3945.36 + 267427\n11  chromedriver_mac64_79.0.3945.36     0x000000010f392c0d chromedriver_mac64_79.0.3945.36 + 109581\n12  chromedriver_mac64_79.0.3945.36     0x000000010f393ba5 chromedriver_mac64_79.0.3945.36 + 113573\n13  chromedriver_mac64_79.0.3945.36     0x000000010f6ddf6f chromedriver_mac64_79.0.3945.36 + 3563375\n14  chromedriver_mac64_79.0.3945.36     0x000000010f6eae3a chromedriver_mac64_79.0.3945.36 + 3616314\n15  chromedriver_mac64_79.0.3945.36     0x000000010f6eabf7 chromedriver_mac64_79.0.3945.36 + 3615735\n16  chromedriver_mac64_79.0.3945.36     0x000000010f6bd699 chromedriver_mac64_79.0.3945.36 + 3430041\n17  chromedriver_mac64_79.0.3945.36     0x000000010f6eb692 chromedriver_mac64_79.0.3945.36 + 3618450\n18  chromedriver_mac64_79.0.3945.36     0x000000010f6d1e17 chromedriver_mac64_79.0.3945.36 + 3513879\n19  chromedriver_mac64_79.0.3945.36     0x000000010f700fe4 chromedriver_mac64_79.0.3945.36 + 3706852\n20  chromedriver_mac64_79.0.3945.36     0x000000010f721fc7 chromedriver_mac64_79.0.3945.36 + 3841991\n21  libsystem_pthread.dylib             0x00007fff6b4bde65 _pthread_start + 148\n22  libsystem_pthread.dylib             0x00007fff6b4b983b thread_start + 15\n"}}
2020-01-13T11:52:45.693Z [info] 	237 Sending element request to http://localhost:9516/session/994398c2593eec770761140b7b76f720:  {"using":"xpath","value":"*[text() = 'SUPPORT']]"}
2020-01-13T11:52:45.696Z [info] 	237 Element locator: {"value":"*[text() = 'SUPPORT']]","using":"xpath","fromTa":false}
2020-01-13T11:52:45.707Z [info] 	Element response: {"value":{"error":"invalid selector","message":"invalid selector: Unable to locate an element with the xpath expression *[text() = 'SUPPORT']] because of the following error:\nSyntaxError: Failed to execute 'evaluate' on 'Document': The string '*[text() = 'SUPPORT']]' is not a valid XPath expression.\n  (Session info: chrome=79.0.3945.117)","stacktrace":"0   chromedriver_mac64_79.0.3945.36     0x000000010f71be29 chromedriver_mac64_79.0.3945.36 + 3817001\n1   chromedriver_mac64_79.0.3945.36     0x000000010f6aff33 chromedriver_mac64_79.0.3945.36 + 3374899\n2   chromedriver_mac64_79.0.3945.36     0x000000010f4308bf chromedriver_mac64_79.0.3945.36 + 755903\n3   chromedriver_mac64_79.0.3945.36     0x000000010f433695 chromedriver_mac64_79.0.3945.36 + 767637\n4   chromedriver_mac64_79.0.3945.36     0x000000010f4334ae chromedriver_mac64_79.0.3945.36 + 767150\n5   chromedriver_mac64_79.0.3945.36     0x000000010f433727 chromedriver_mac64_79.0.3945.36 + 767783\n6   chromedriver_mac64_79.0.3945.36     0x000000010f39c8a4 chromedriver_mac64_79.0.3945.36 + 149668\n7   chromedriver_mac64_79.0.3945.36     0x000000010f3c7b01 chromedriver_mac64_79.0.3945.36 + 326401\n8   chromedriver_mac64_79.0.3945.36     0x000000010f3b91dd chromedriver_mac64_79.0.3945.36 + 266717\n9   chromedriver_mac64_79.0.3945.36     0x000000010f3c5c1b chromedriver_mac64_79.0.3945.36 + 318491\n10  chromedriver_mac64_79.0.3945.36     0x000000010f3b94a3 chromedriver_mac64_79.0.3945.36 + 267427\n11  chromedriver_mac64_79.0.3945.36     0x000000010f392c0d chromedriver_mac64_79.0.3945.36 + 109581\n12  chromedriver_mac64_79.0.3945.36     0x000000010f393ba5 chromedriver_mac64_79.0.3945.36 + 113573\n13  chromedriver_mac64_79.0.3945.36     0x000000010f6ddf6f chromedriver_mac64_79.0.3945.36 + 3563375\n14  chromedriver_mac64_79.0.3945.36     0x000000010f6eae3a chromedriver_mac64_79.0.3945.36 + 3616314\n15  chromedriver_mac64_79.0.3945.36     0x000000010f6eabf7 chromedriver_mac64_79.0.3945.36 + 3615735\n16  chromedriver_mac64_79.0.3945.36     0x000000010f6bd699 chromedriver_mac64_79.0.3945.36 + 3430041\n17  chromedriver_mac64_79.0.3945.36     0x000000010f6eb692 chromedriver_mac64_79.0.3945.36 + 3618450\n18  chromedriver_mac64_79.0.3945.36     0x000000010f6d1e17 chromedriver_mac64_79.0.3945.36 + 3513879\n19  chromedriver_mac64_79.0.3945.36     0x000000010f700fe4 chromedriver_mac64_79.0.3945.36 + 3706852\n20  chromedriver_mac64_79.0.3945.36     0x000000010f721fc7 chromedriver_mac64_79.0.3945.36 + 3841991\n21  libsystem_pthread.dylib             0x00007fff6b4bde65 _pthread_start + 148\n22  libsystem_pthread.dylib             0x00007fff6b4b983b thread_start + 15\n"}}
2020-01-13T11:52:45.723Z [info] 	238 Sending element request to http://localhost:9516/session/994398c2593eec770761140b7b76f720:  {"using":"xpath","value":"*[text() = 'SUPPORT']]"}
2020-01-13T11:52:45.724Z [info] 	238 Element locator: {"value":"*[text() = 'SUPPORT']]","using":"xpath","fromTa":false}
2020-01-13T11:52:45.737Z [info] 	Element response: {"value":{"error":"invalid selector","message":"invalid selector: Unable to locate an element with the xpath expression *[text() = 'SUPPORT']] because of the following error:\nSyntaxError: Failed to execute 'evaluate' on 'Document': The string '*[text() = 'SUPPORT']]' is not a valid XPath expression.\n  (Session info: chrome=79.0.3945.117)","stacktrace":"0   chromedriver_mac64_79.0.3945.36     0x000000010f71be29 chromedriver_mac64_79.0.3945.36 + 3817001\n1   chromedriver_mac64_79.0.3945.36     0x000000010f6aff33 chromedriver_mac64_79.0.3945.36 + 3374899\n2   chromedriver_mac64_79.0.3945.36     0x000000010f4308bf chromedriver_mac64_79.0.3945.36 + 755903\n3   chromedriver_mac64_79.0.3945.36     0x000000010f433695 chromedriver_mac64_79.0.3945.36 + 767637\n4   chromedriver_mac64_79.0.3945.36     0x000000010f4334ae chromedriver_mac64_79.0.3945.36 + 767150\n5   chromedriver_mac64_79.0.3945.36     0x000000010f433727 chromedriver_mac64_79.0.3945.36 + 767783\n6   chromedriver_mac64_79.0.3945.36     0x000000010f39c8a4 chromedriver_mac64_79.0.3945.36 + 149668\n7   chromedriver_mac64_79.0.3945.36     0x000000010f3c7b01 chromedriver_mac64_79.0.3945.36 + 326401\n8   chromedriver_mac64_79.0.3945.36     0x000000010f3b91dd chromedriver_mac64_79.0.3945.36 + 266717\n9   chromedriver_mac64_79.0.3945.36     0x000000010f3c5c1b chromedriver_mac64_79.0.3945.36 + 318491\n10  chromedriver_mac64_79.0.3945.36     0x000000010f3b94a3 chromedriver_mac64_79.0.3945.36 + 267427\n11  chromedriver_mac64_79.0.3945.36     0x000000010f392c0d chromedriver_mac64_79.0.3945.36 + 109581\n12  chromedriver_mac64_79.0.3945.36     0x000000010f393ba5 chromedriver_mac64_79.0.3945.36 + 113573\n13  chromedriver_mac64_79.0.3945.36     0x000000010f6ddf6f chromedriver_mac64_79.0.3945.36 + 3563375\n14  chromedriver_mac64_79.0.3945.36     0x000000010f6eae3a chromedriver_mac64_79.0.3945.36 + 3616314\n15  chromedriver_mac64_79.0.3945.36     0x000000010f6eabf7 chromedriver_mac64_79.0.3945.36 + 3615735\n16  chromedriver_mac64_79.0.3945.36     0x000000010f6bd699 chromedriver_mac64_79.0.3945.36 + 3430041\n17  chromedriver_mac64_79.0.3945.36     0x000000010f6eb692 chromedriver_mac64_79.0.3945.36 + 3618450\n18  chromedriver_mac64_79.0.3945.36     0x000000010f6d1e17 chromedriver_mac64_79.0.3945.36 + 3513879\n19  chromedriver_mac64_79.0.3945.36     0x000000010f700fe4 chromedriver_mac64_79.0.3945.36 + 3706852\n20  chromedriver_mac64_79.0.3945.36     0x000000010f721fc7 chromedriver_mac64_79.0.3945.36 + 3841991\n21  libsystem_pthread.dylib             0x00007fff6b4bde65 _pthread_start + 148\n22  libsystem_pthread.dylib             0x00007fff6b4b983b thread_start + 15\n"}}
2020-01-13T11:52:45.755Z [info] 	239 Sending element request to http://localhost:9516/session/994398c2593eec770761140b7b76f720:  {"using":"xpath","value":"*[text() = 'SUPPORT']]"}
2020-01-13T11:52:45.756Z [info] 	239 Element locator: {"value":"*[text() = 'SUPPORT']]","using":"xpath","fromTa":false}
2020-01-13T11:52:45.767Z [info] 	Element response: {"value":{"error":"invalid selector","message":"invalid selector: Unable to locate an element with the xpath expression *[text() = 'SUPPORT']] because of the following error:\nSyntaxError: Failed to execute 'evaluate' on 'Document': The string '*[text() = 'SUPPORT']]' is not a valid XPath expression.\n  (Session info: chrome=79.0.3945.117)","stacktrace":"0   chromedriver_mac64_79.0.3945.36     0x000000010f71be29 chromedriver_mac64_79.0.3945.36 + 3817001\n1   chromedriver_mac64_79.0.3945.36     0x000000010f6aff33 chromedriver_mac64_79.0.3945.36 + 3374899\n2   chromedriver_mac64_79.0.3945.36     0x000000010f4308bf chromedriver_mac64_79.0.3945.36 + 755903\n3   chromedriver_mac64_79.0.3945.36     0x000000010f433695 chromedriver_mac64_79.0.3945.36 + 767637\n4   chromedriver_mac64_79.0.3945.36     0x000000010f4334ae chromedriver_mac64_79.0.3945.36 + 767150\n5   chromedriver_mac64_79.0.3945.36     0x000000010f433727 chromedriver_mac64_79.0.3945.36 + 767783\n6   chromedriver_mac64_79.0.3945.36     0x000000010f39c8a4 chromedriver_mac64_79.0.3945.36 + 149668\n7   chromedriver_mac64_79.0.3945.36     0x000000010f3c7b01 chromedriver_mac64_79.0.3945.36 + 326401\n8   chromedriver_mac64_79.0.3945.36     0x000000010f3b91dd chromedriver_mac64_79.0.3945.36 + 266717\n9   chromedriver_mac64_79.0.3945.36     0x000000010f3c5c1b chromedriver_mac64_79.0.3945.36 + 318491\n10  chromedriver_mac64_79.0.3945.36     0x000000010f3b94a3 chromedriver_mac64_79.0.3945.36 + 267427\n11  chromedriver_mac64_79.0.3945.36     0x000000010f392c0d chromedriver_mac64_79.0.3945.36 + 109581\n12  chromedriver_mac64_79.0.3945.36     0x000000010f393ba5 chromedriver_mac64_79.0.3945.36 + 113573\n13  chromedriver_mac64_79.0.3945.36     0x000000010f6ddf6f chromedriver_mac64_79.0.3945.36 + 3563375\n14  chromedriver_mac64_79.0.3945.36     0x000000010f6eae3a chromedriver_mac64_79.0.3945.36 + 3616314\n15  chromedriver_mac64_79.0.3945.36     0x000000010f6eabf7 chromedriver_mac64_79.0.3945.36 + 3615735\n16  chromedriver_mac64_79.0.3945.36     0x000000010f6bd699 chromedriver_mac64_79.0.3945.36 + 3430041\n17  chromedriver_mac64_79.0.3945.36     0x000000010f6eb692 chromedriver_mac64_79.0.3945.36 + 3618450\n18  chromedriver_mac64_79.0.3945.36     0x000000010f6d1e17 chromedriver_mac64_79.0.3945.36 + 3513879\n19  chromedriver_mac64_79.0.3945.36     0x000000010f700fe4 chromedriver_mac64_79.0.3945.36 + 3706852\n20  chromedriver_mac64_79.0.3945.36     0x000000010f721fc7 chromedriver_mac64_79.0.3945.36 + 3841991\n21  libsystem_pthread.dylib             0x00007fff6b4bde65 _pthread_start + 148\n22  libsystem_pthread.dylib             0x00007fff6b4b983b thread_start + 15\n"}}
2020-01-13T11:52:45.784Z [info] 	240 Sending element request to http://localhost:9516/session/994398c2593eec770761140b7b76f720:  {"using":"xpath","value":"*[text() = 'SUPPORT']]"}
2020-01-13T11:52:45.787Z [info] 	240 Element locator: {"value":"*[text() = 'SUPPORT']]","using":"xpath","fromTa":false}
2020-01-13T11:52:45.799Z [info] 	Element response: {"value":{"error":"invalid selector","message":"invalid selector: Unable to locate an element with the xpath expression *[text() = 'SUPPORT']] because of the following error:\nSyntaxError: Failed to execute 'evaluate' on 'Document': The string '*[text() = 'SUPPORT']]' is not a valid XPath expression.\n  (Session info: chrome=79.0.3945.117)","stacktrace":"0   chromedriver_mac64_79.0.3945.36     0x000000010f71be29 chromedriver_mac64_79.0.3945.36 + 3817001\n1   chromedriver_mac64_79.0.3945.36     0x000000010f6aff33 chromedriver_mac64_79.0.3945.36 + 3374899\n2   chromedriver_mac64_79.0.3945.36     0x000000010f4308bf chromedriver_mac64_79.0.3945.36 + 755903\n3   chromedriver_mac64_79.0.3945.36     0x000000010f433695 chromedriver_mac64_79.0.3945.36 + 767637\n4   chromedriver_mac64_79.0.3945.36     0x000000010f4334ae chromedriver_mac64_79.0.3945.36 + 767150\n5   chromedriver_mac64_79.0.3945.36     0x000000010f433727 chromedriver_mac64_79.0.3945.36 + 767783\n6   chromedriver_mac64_79.0.3945.36     0x000000010f39c8a4 chromedriver_mac64_79.0.3945.36 + 149668\n7   chromedriver_mac64_79.0.3945.36     0x000000010f3c7b01 chromedriver_mac64_79.0.3945.36 + 326401\n8   chromedriver_mac64_79.0.3945.36     0x000000010f3b91dd chromedriver_mac64_79.0.3945.36 + 266717\n9   chromedriver_mac64_79.0.3945.36     0x000000010f3c5c1b chromedriver_mac64_79.0.3945.36 + 318491\n10  chromedriver_mac64_79.0.3945.36     0x000000010f3b94a3 chromedriver_mac64_79.0.3945.36 + 267427\n11  chromedriver_mac64_79.0.3945.36     0x000000010f392c0d chromedriver_mac64_79.0.3945.36 + 109581\n12  chromedriver_mac64_79.0.3945.36     0x000000010f393ba5 chromedriver_mac64_79.0.3945.36 + 113573\n13  chromedriver_mac64_79.0.3945.36     0x000000010f6ddf6f chromedriver_mac64_79.0.3945.36 + 3563375\n14  chromedriver_mac64_79.0.3945.36     0x000000010f6eae3a chromedriver_mac64_79.0.3945.36 + 3616314\n15  chromedriver_mac64_79.0.3945.36     0x000000010f6eabf7 chromedriver_mac64_79.0.3945.36 + 3615735\n16  chromedriver_mac64_79.0.3945.36     0x000000010f6bd699 chromedriver_mac64_79.0.3945.36 + 3430041\n17  chromedriver_mac64_79.0.3945.36     0x000000010f6eb692 chromedriver_mac64_79.0.3945.36 + 3618450\n18  chromedriver_mac64_79.0.3945.36     0x000000010f6d1e17 chromedriver_mac64_79.0.3945.36 + 3513879\n19  chromedriver_mac64_79.0.3945.36     0x000000010f700fe4 chromedriver_mac64_79.0.3945.36 + 3706852\n20  chromedriver_mac64_79.0.3945.36     0x000000010f721fc7 chromedriver_mac64_79.0.3945.36 + 3841991\n21  libsystem_pthread.dylib             0x00007fff6b4bde65 _pthread_start + 148\n22  libsystem_pthread.dylib             0x00007fff6b4b983b thread_start + 15\n"}}
2020-01-13T11:52:45.817Z [info] 	241 Sending element request to http://localhost:9516/session/994398c2593eec770761140b7b76f720:  {"using":"xpath","value":"*[text() = 'SUPPORT']]"}
2020-01-13T11:52:45.819Z [info] 	241 Element locator: {"value":"*[text() = 'SUPPORT']]","using":"xpath","fromTa":false}
2020-01-13T11:52:45.831Z [info] 	Element response: {"value":{"error":"invalid selector","message":"invalid selector: Unable to locate an element with the xpath expression *[text() = 'SUPPORT']] because of the following error:\nSyntaxError: Failed to execute 'evaluate' on 'Document': The string '*[text() = 'SUPPORT']]' is not a valid XPath expression.\n  (Session info: chrome=79.0.3945.117)","stacktrace":"0   chromedriver_mac64_79.0.3945.36     0x000000010f71be29 chromedriver_mac64_79.0.3945.36 + 3817001\n1   chromedriver_mac64_79.0.3945.36     0x000000010f6aff33 chromedriver_mac64_79.0.3945.36 + 3374899\n2   chromedriver_mac64_79.0.3945.36     0x000000010f4308bf chromedriver_mac64_79.0.3945.36 + 755903\n3   chromedriver_mac64_79.0.3945.36     0x000000010f433695 chromedriver_mac64_79.0.3945.36 + 767637\n4   chromedriver_mac64_79.0.3945.36     0x000000010f4334ae chromedriver_mac64_79.0.3945.36 + 767150\n5   chromedriver_mac64_79.0.3945.36     0x000000010f433727 chromedriver_mac64_79.0.3945.36 + 767783\n6   chromedriver_mac64_79.0.3945.36     0x000000010f39c8a4 chromedriver_mac64_79.0.3945.36 + 149668\n7   chromedriver_mac64_79.0.3945.36     0x000000010f3c7b01 chromedriver_mac64_79.0.3945.36 + 326401\n8   chromedriver_mac64_79.0.3945.36     0x000000010f3b91dd chromedriver_mac64_79.0.3945.36 + 266717\n9   chromedriver_mac64_79.0.3945.36     0x000000010f3c5c1b chromedriver_mac64_79.0.3945.36 + 318491\n10  chromedriver_mac64_79.0.3945.36     0x000000010f3b94a3 chromedriver_mac64_79.0.3945.36 + 267427\n11  chromedriver_mac64_79.0.3945.36     0x000000010f392c0d chromedriver_mac64_79.0.3945.36 + 109581\n12  chromedriver_mac64_79.0.3945.36     0x000000010f393ba5 chromedriver_mac64_79.0.3945.36 + 113573\n13  chromedriver_mac64_79.0.3945.36     0x000000010f6ddf6f chromedriver_mac64_79.0.3945.36 + 3563375\n14  chromedriver_mac64_79.0.3945.36     0x000000010f6eae3a chromedriver_mac64_79.0.3945.36 + 3616314\n15  chromedriver_mac64_79.0.3945.36     0x000000010f6eabf7 chromedriver_mac64_79.0.3945.36 + 3615735\n16  chromedriver_mac64_79.0.3945.36     0x000000010f6bd699 chromedriver_mac64_79.0.3945.36 + 3430041\n17  chromedriver_mac64_79.0.3945.36     0x000000010f6eb692 chromedriver_mac64_79.0.3945.36 + 3618450\n18  chromedriver_mac64_79.0.3945.36     0x000000010f6d1e17 chromedriver_mac64_79.0.3945.36 + 3513879\n19  chromedriver_mac64_79.0.3945.36     0x000000010f700fe4 chromedriver_mac64_79.0.3945.36 + 3706852\n20  chromedriver_mac64_79.0.3945.36     0x000000010f721fc7 chromedriver_mac64_79.0.3945.36 + 3841991\n21  libsystem_pthread.dylib             0x00007fff6b4bde65 _pthread_start + 148\n22  libsystem_pthread.dylib             0x00007fff6b4b983b thread_start + 15\n"}}
2020-01-13T11:52:45.847Z [info] 	242 Sending element request to http://localhost:9516/session/994398c2593eec770761140b7b76f720:  {"using":"xpath","value":"*[text() = 'SUPPORT']]"}
2020-01-13T11:52:45.848Z [info] 	242 Element locator: {"value":"*[text() = 'SUPPORT']]","using":"xpath","fromTa":false}
2020-01-13T11:52:45.859Z [info] 	Element response: {"value":{"error":"invalid selector","message":"invalid selector: Unable to locate an element with the xpath expression *[text() = 'SUPPORT']] because of the following error:\nSyntaxError: Failed to execute 'evaluate' on 'Document': The string '*[text() = 'SUPPORT']]' is not a valid XPath expression.\n  (Session info: chrome=79.0.3945.117)","stacktrace":"0   chromedriver_mac64_79.0.3945.36     0x000000010f71be29 chromedriver_mac64_79.0.3945.36 + 3817001\n1   chromedriver_mac64_79.0.3945.36     0x000000010f6aff33 chromedriver_mac64_79.0.3945.36 + 3374899\n2   chromedriver_mac64_79.0.3945.36     0x000000010f4308bf chromedriver_mac64_79.0.3945.36 + 755903\n3   chromedriver_mac64_79.0.3945.36     0x000000010f433695 chromedriver_mac64_79.0.3945.36 + 767637\n4   chromedriver_mac64_79.0.3945.36     0x000000010f4334ae chromedriver_mac64_79.0.3945.36 + 767150\n5   chromedriver_mac64_79.0.3945.36     0x000000010f433727 chromedriver_mac64_79.0.3945.36 + 767783\n6   chromedriver_mac64_79.0.3945.36     0x000000010f39c8a4 chromedriver_mac64_79.0.3945.36 + 149668\n7   chromedriver_mac64_79.0.3945.36     0x000000010f3c7b01 chromedriver_mac64_79.0.3945.36 + 326401\n8   chromedriver_mac64_79.0.3945.36     0x000000010f3b91dd chromedriver_mac64_79.0.3945.36 + 266717\n9   chromedriver_mac64_79.0.3945.36     0x000000010f3c5c1b chromedriver_mac64_79.0.3945.36 + 318491\n10  chromedriver_mac64_79.0.3945.36     0x000000010f3b94a3 chromedriver_mac64_79.0.3945.36 + 267427\n11  chromedriver_mac64_79.0.3945.36     0x000000010f392c0d chromedriver_mac64_79.0.3945.36 + 109581\n12  chromedriver_mac64_79.0.3945.36     0x000000010f393ba5 chromedriver_mac64_79.0.3945.36 + 113573\n13  chromedriver_mac64_79.0.3945.36     0x000000010f6ddf6f chromedriver_mac64_79.0.3945.36 + 3563375\n14  chromedriver_mac64_79.0.3945.36     0x000000010f6eae3a chromedriver_mac64_79.0.3945.36 + 3616314\n15  chromedriver_mac64_79.0.3945.36     0x000000010f6eabf7 chromedriver_mac64_79.0.3945.36 + 3615735\n16  chromedriver_mac64_79.0.3945.36     0x000000010f6bd699 chromedriver_mac64_79.0.3945.36 + 3430041\n17  chromedriver_mac64_79.0.3945.36     0x000000010f6eb692 chromedriver_mac64_79.0.3945.36 + 3618450\n18  chromedriver_mac64_79.0.3945.36     0x000000010f6d1e17 chromedriver_mac64_79.0.3945.36 + 3513879\n19  chromedriver_mac64_79.0.3945.36     0x000000010f700fe4 chromedriver_mac64_79.0.3945.36 + 3706852\n20  chromedriver_mac64_79.0.3945.36     0x000000010f721fc7 chromedriver_mac64_79.0.3945.36 + 3841991\n21  libsystem_pthread.dylib             0x00007fff6b4bde65 _pthread_start + 148\n22  libsystem_pthread.dylib             0x00007fff6b4b983b thread_start + 15\n"}}
